         11020588 function calls (11019761 primitive calls) in 3.638 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 _regex_core.py:410(make_property)
       19    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       48    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _regex_core.py:394(make_character)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       75    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        1    0.000    0.000    0.000    0.000 _regex_core.py:2974(pack_characters)
       15    0.000    0.000    0.000    0.000 _regex_core.py:3590(<genexpr>)
     14/8    0.000    0.000    0.000    0.000 _regex_core.py:3402(fix_groups)
       60    0.000    0.000    0.000    0.000 _virtualenv.py:50(find_spec)
        3    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       34    0.000    0.000    0.000    0.000 enum.py:784(__delattr__)
      118    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       12    0.000    0.000    0.000    0.000 regex.py:471(complain_unused_args)
       88    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 inspect.py:3029(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
       12    0.000    0.000    0.000    0.000 typing.py:1215(__setattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
       67    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       75    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       91    0.000    0.000    0.000    0.000 _regex_core.py:4004(get)
        5    0.000    0.000    0.000    0.000 _regex_core.py:376(_flatten_code)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       30    0.000    0.000    0.000    0.000 _regex_core.py:3395(__init__)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
       44    0.000    0.000    0.000    0.000 {built-in method time.time}
       15    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        8    0.000    0.000    0.000    0.000 _regex_core.py:2847(optimise)
        2    0.000    0.000    0.000    0.000 typing.py:1174(__init__)
      110    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       11    0.000    0.000    0.000    0.000 _regex_core.py:3213(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
       85    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        4    0.000    0.000    0.000    0.000 _regex_core.py:3894(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       51    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2869(get_firstset)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2035(fix_groups)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 enum.py:966(_get_mixins_)
        7    0.000    0.000    0.000    0.000 _compiler.py:441(_get_literal_prefix)
       99    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2969(optimise)
        3    0.000    0.000    0.000    0.000 threading.py:588(__init__)
    26/16    0.000    0.000    0.000    0.000 _regex_core.py:1903(__hash__)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       99    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
       85    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1481(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
       17    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 _regex_core.py:2513(_compile)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      129    0.000    0.000    0.000    0.000 enum.py:1184(__init__)
       15    0.000    0.000    0.000    0.000 _regex_core.py:1917(__init__)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        8    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
       94    0.000    0.000    0.000    0.000 enum.py:1410(<lambda>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3622(rebuild)
       39    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       17    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2030(Branch)
        2    0.000    0.000    0.000    0.000 _compiler.py:396(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method _locale.getencoding}
        1    0.000    0.000    0.000    0.000 random.py:454(choices)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
       72    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        8    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1085(parse_flags)
        1    0.000    0.000    0.000    0.000 util.py:174(register_after_fork)
        2    0.000    0.000    0.000    0.000 enum.py:1007(_find_data_type_)
       38    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
       38    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       11    0.000    0.000    0.000    0.000 _regex_core.py:2367(_flush_set_members)
       95    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        3    0.000    0.000    0.000    0.000 typing.py:175(_type_check)
        1    0.000    0.000    0.000    0.000 {method 'match' of '_regex.Pattern' objects}
       16    0.000    0.000    0.000    0.000 _regex_core.py:2838(__init__)
       16    0.000    0.000    0.000    0.000 _compiler.py:575(isstring)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 _regex_core.py:1395(parse_property_name)
       29    0.000    0.000    0.000    0.000 inspect.py:3076(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       12    0.000    0.000    0.000    0.000 typing.py:1161(_is_dunder)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3608(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
       14    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       46    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
    26/16    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        5    0.000    0.000    0.000    0.000 _regex_core.py:3654(_handle_case_folding)
       42    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       48    0.000    0.000    0.000    0.000 _regex_core.py:1631(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       58    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        6    0.000    0.000    0.000    0.000 _regex_core.py:2164(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
       19    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        2    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       46    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       41    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _regex_core.py:2996(_compile)
        4    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1157(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        1    0.000    0.000    0.000    0.000 enum.py:1034(_find_new_)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3394(Sequence)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3341(RefGroup)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       14    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2965(fix_groups)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        8    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1970(Atomic)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1299(exec_module)
       15    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       36    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       43    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
       19    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3922(_compile)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        9    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
       12    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3236(_compile)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 inspect.py:754(unwrap)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3992(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(<genexpr>)
       36    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        8    0.000    0.000    0.000    0.000 _regex_core.py:559(parse_quantifier)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 functools.py:396(__get__)
        2    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
        1    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        3    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4186(expect)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        4    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2507(get_firstset)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:827(__members__)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        4    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       14    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3684(max_width)
        1    0.000    0.000    0.000    0.000 threading.py:1251(daemon)
        3    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3058(optimise)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        8    0.000    0.000    0.000    0.000 _regex_core.py:2852(pack_characters)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4234(open_group)
       12    0.000    0.000    0.000    0.000 _regex_core.py:2158(<genexpr>)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3230(get_firstset)
       14    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3887(String)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2907(max_width)
        1    0.000    0.000    0.000    0.000 enum.py:956(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        5    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       12    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4277(_check_group_features)
       30    0.000    0.000    0.000    0.000 _regex_core.py:1870(fix_groups)
        4    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1846(RegexBase)
        2    0.000    0.000    0.000    0.000 __editable___cs336_basics_1_0_3_finder.py:15(find_spec)
        1    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3801(SetUnion)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2844(fix_groups)
       12    0.000    0.000    0.000    0.000 std.py:167(colour)
        1    0.000    0.000    0.000    0.000 threading.py:670(Barrier)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2477(Character)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2834(GreedyRepeat)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:137(_RLock)
        2    0.000    0.000    0.000    0.000 _regex_core.py:3049(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
       29    0.000    0.000    0.000    0.000 _regex_core.py:2504(optimise)
        4    0.000    0.000    0.000    0.000 _regex_core.py:4070(get_while)
       10    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2957(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        3    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3264(Range)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3114(LookAroundConditional)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3626(get_firstset)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2031(__init__)
       11    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       34    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        8    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2956(Group)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        7    0.000    0.000    0.000    0.000 enum.py:1691(_simple_enum)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 gui.py:24(tqdm_gui)
        3    0.000    0.000    0.000    0.000 _compiler.py:472(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        5    0.000    0.000    0.000    0.000 _regex_core.py:1906(__eq__)
        2    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        3    0.000    0.000    0.000    0.000 enum.py:815(__iter__)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        4    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        2    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        3    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4190(at_end)
        2    0.000    0.000    0.000    0.000 threading.py:1038(_set_ident)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3206(Property)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
     10/4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
       28    0.000    0.000    0.000    0.000 inspect.py:2796(name)
       12    0.000    0.000    0.000    0.000 std.py:163(colour)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        2    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        7    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3046(LookAround)
        3    0.000    0.000    0.000    0.000 utils.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3087(_compile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2682(Fuzzy)
        3    0.000    0.000    0.000    0.000 utils.py:16(<genexpr>)
        2    0.000    0.000    0.000    0.000 threading.py:1356(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3990(Source)
        1    0.000    0.000    0.000    0.000 functools.py:360(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2540(max_width)
        2    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 ast.py:1804(__getattr__)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3712(SetDiff)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1069(parse_flag_set)
       17    0.000    0.000    0.000    0.000 _regex_core.py:3227(optimise)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 typing.py:166(_type_convert)
        1    0.000    0.000    0.000    0.000 util.py:185(Finalize)
        2    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3936(max_width)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3607(SetBase)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2551(Conditional)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2468(CallRef)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2074(_add_precheck)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3203(_compile)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        2    0.000    0.000    0.000    0.000 _regex_core.py:3035(__del__)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3738(SetInter)
        3    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        2    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1943(Any)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        3    0.000    0.000    0.000    0.000 threading.py:1236(daemon)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 __init__.py:503(StringTemplateStyle)
        3    0.000    0.000    0.000    0.000 std.py:226(__init__)
        4    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:2422(CallGroup)
        2    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 context.py:284(SpawnProcess)
        8    0.000    0.000    0.000    0.000 _regex_core.py:1900(is_empty)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2993(has_simple_start)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 threading.py:839(_newname)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3200(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4212(Info)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1485(current_thread)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3032(get_required_string)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:577(Event)
       10    0.000    0.000    0.000    0.000 _regex_core.py:1876(pack_characters)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1966(AnyU)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3709(__del__)
        5    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        3    0.000    0.000    0.000    0.000 enum.py:1291(value)
